"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"01/18/2025","AQS","040191028","1","0.4","ppm","5","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"01/19/2025","AQS","040191028","1","0.5","ppm","6","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"01/20/2025","AQS","040191028","1","0.4","ppm","5","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"01/21/2025","AQS","040191028","1","0.3","ppm","3","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"01/22/2025","AQS","040191028","1","0.4","ppm","5","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"01/23/2025","AQS","040191028","1","0.4","ppm","5","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"01/24/2025","AQS","040191028","1","0.3","ppm","3","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"01/25/2025","AQS","040191028","1","0.4","ppm","5","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"01/26/2025","AQS","040191028","1","0.3","ppm","3","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"01/27/2025","AQS","040191028","1","0.4","ppm","5","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"01/28/2025","AQS","040191028","1","0.4","ppm","5","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"01/29/2025","AQS","040191028","1","0.5","ppm","6","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"01/30/2025","AQS","040191028","1","0.3","ppm","3","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"01/31/2025","AQS","040191028","1","0.4","ppm","5","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"02/01/2025","AQS","040191028","1","0.5","ppm","6","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"02/02/2025","AQS","040191028","1","0.4","ppm","5","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"02/03/2025","AQS","040191028","1","0.4","ppm","5","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"02/04/2025","AQS","040191028","1","0.4","ppm","5","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"02/05/2025","AQS","040191028","1","0.3","ppm","3","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"02/06/2025","AQS","040191028","1","0.3","ppm","3","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"02/07/2025","AQS","040191028","1","0.3","ppm","3","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"02/08/2025","AQS","040191028","1","0.4","ppm","5","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"02/09/2025","AQS","040191028","1","0.4","ppm","5","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"02/10/2025","AQS","040191028","1","0.4","ppm","5","CHILDREN'S PARK NCore","15","63.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"02/11/2025","AQS","040191028","1","0.1","ppm","1","CHILDREN'S PARK NCore","7","29.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"02/12/2025","AQS","040191028","1","0.2","ppm","2","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"02/13/2025","AQS","040191028","1","0.3","ppm","3","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"02/14/2025","AQS","040191028","1","0.3","ppm","3","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"02/15/2025","AQS","040191028","1","0.2","ppm","2","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"02/16/2025","AQS","040191028","1","0.3","ppm","3","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"02/17/2025","AQS","040191028","1","0.3","ppm","3","CHILDREN'S PARK NCore","12","50.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"02/18/2025","AQS","040191028","1","0.3","ppm","3","CHILDREN'S PARK NCore","19","79.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"02/19/2025","AQS","040191028","1","0.3","ppm","3","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"02/20/2025","AQS","040191028","1","0.3","ppm","3","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"02/21/2025","AQS","040191028","1","0.3","ppm","3","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"02/22/2025","AQS","040191028","1","0.3","ppm","3","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"02/23/2025","AQS","040191028","1","0.3","ppm","3","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"02/24/2025","AQS","040191028","1","0.3","ppm","3","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"02/25/2025","AQS","040191028","1","0.3","ppm","3","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"02/26/2025","AQS","040191028","1","0.3","ppm","3","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"02/27/2025","AQS","040191028","1","0.3","ppm","3","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"02/28/2025","AQS","040191028","1","0.3","ppm","3","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"03/01/2025","AQS","040191028","1","0.3","ppm","3","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"03/02/2025","AQS","040191028","1","0.2","ppm","2","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"03/03/2025","AQS","040191028","1","0.2","ppm","2","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"03/04/2025","AQS","040191028","1","0.3","ppm","3","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"03/05/2025","AQS","040191028","1","0.3","ppm","3","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"03/06/2025","AQS","040191028","1","0.3","ppm","3","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"03/07/2025","AQS","040191028","1","0.2","ppm","2","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"03/08/2025","AQS","040191028","1","0.2","ppm","2","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"03/09/2025","AQS","040191028","1","0.3","ppm","3","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"03/10/2025","AQS","040191028","1","0.3","ppm","3","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"03/11/2025","AQS","040191028","1","0.2","ppm","2","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"03/12/2025","AQS","040191028","1","0.2","ppm","2","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"03/13/2025","AQS","040191028","1","0.2","ppm","2","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"03/14/2025","AQS","040191028","1","0.2","ppm","2","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"03/15/2025","AQS","040191028","1","0.2","ppm","2","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"03/16/2025","AQS","040191028","1","0.3","ppm","3","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"03/17/2025","AQS","040191028","1","0.2","ppm","2","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"03/18/2025","AQS","040191028","1","0.2","ppm","2","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"03/19/2025","AQS","040191028","1","0.3","ppm","3","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"03/20/2025","AQS","040191028","1","0.3","ppm","3","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"03/21/2025","AQS","040191028","1","0.3","ppm","3","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"03/22/2025","AQS","040191028","1","0.3","ppm","3","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"03/23/2025","AQS","040191028","1","0.3","ppm","3","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"03/24/2025","AQS","040191028","1","0.2","ppm","2","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"03/25/2025","AQS","040191028","1","0.3","ppm","3","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"03/26/2025","AQS","040191028","1","0.2","ppm","2","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"03/27/2025","AQS","040191028","1","0.3","ppm","3","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"03/28/2025","AQS","040191028","1","0.2","ppm","2","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"03/29/2025","AQS","040191028","1","0.2","ppm","2","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"03/30/2025","AQS","040191028","1","0.2","ppm","2","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"03/31/2025","AQS","040191028","1","0.2","ppm","2","CHILDREN'S PARK NCore","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"04/01/2025","AQS","040191028","1","0.2","ppm","2","CHILDREN'S PARK NCore","2","8.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.29515","-110.9823"
"01/01/2025","AQS","040191036","1","0.6","ppm","7","Ted Walker Park","19","79.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"01/02/2025","AQS","040191036","1","0.4","ppm","5","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"01/03/2025","AQS","040191036","1","0.5","ppm","6","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"01/04/2025","AQS","040191036","1","0.5","ppm","6","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"01/05/2025","AQS","040191036","1","0.3","ppm","3","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"01/06/2025","AQS","040191036","1","0.4","ppm","5","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"01/07/2025","AQS","040191036","1","0.5","ppm","6","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"01/08/2025","AQS","040191036","1","0.3","ppm","3","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"01/09/2025","AQS","040191036","1","0.3","ppm","3","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"01/10/2025","AQS","040191036","1","0.3","ppm","3","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"01/11/2025","AQS","040191036","1","0.4","ppm","5","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"01/12/2025","AQS","040191036","1","0.4","ppm","5","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"01/13/2025","AQS","040191036","1","0.5","ppm","6","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"01/14/2025","AQS","040191036","1","0.4","ppm","5","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"01/15/2025","AQS","040191036","1","0.5","ppm","6","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"01/16/2025","AQS","040191036","1","0.3","ppm","3","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"01/17/2025","AQS","040191036","1","0.4","ppm","5","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"01/18/2025","AQS","040191036","1","0.4","ppm","5","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"01/19/2025","AQS","040191036","1","0.4","ppm","5","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"01/20/2025","AQS","040191036","1","0.5","ppm","6","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"01/21/2025","AQS","040191036","1","0.3","ppm","3","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"01/22/2025","AQS","040191036","1","0.4","ppm","5","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"01/23/2025","AQS","040191036","1","0.5","ppm","6","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"01/24/2025","AQS","040191036","1","0.3","ppm","3","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"01/25/2025","AQS","040191036","1","0.5","ppm","6","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"01/26/2025","AQS","040191036","1","0.2","ppm","2","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"01/27/2025","AQS","040191036","1","0.4","ppm","5","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"01/28/2025","AQS","040191036","1","0.3","ppm","3","Ted Walker Park","18","75.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"01/29/2025","AQS","040191036","1","0.4","ppm","5","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"01/30/2025","AQS","040191036","1","0.4","ppm","5","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"01/31/2025","AQS","040191036","1","0.4","ppm","5","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"02/01/2025","AQS","040191036","1","0.5","ppm","6","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"02/02/2025","AQS","040191036","1","0.4","ppm","5","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"02/03/2025","AQS","040191036","1","0.4","ppm","5","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"02/04/2025","AQS","040191036","1","0.4","ppm","5","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"02/05/2025","AQS","040191036","1","0.4","ppm","5","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"02/06/2025","AQS","040191036","1","0.4","ppm","5","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"02/07/2025","AQS","040191036","1","0.4","ppm","5","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"02/08/2025","AQS","040191036","1","0.4","ppm","5","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"02/09/2025","AQS","040191036","1","0.3","ppm","3","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"02/10/2025","AQS","040191036","1","0.4","ppm","5","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"02/11/2025","AQS","040191036","1","0.3","ppm","3","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"02/12/2025","AQS","040191036","1","0.2","ppm","2","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"02/13/2025","AQS","040191036","1","0.3","ppm","3","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"02/14/2025","AQS","040191036","1","0.3","ppm","3","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"02/15/2025","AQS","040191036","1","0.3","ppm","3","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"02/16/2025","AQS","040191036","1","0.3","ppm","3","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"02/17/2025","AQS","040191036","1","0.4","ppm","5","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"02/18/2025","AQS","040191036","1","0.4","ppm","5","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"02/19/2025","AQS","040191036","1","0.4","ppm","5","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"02/20/2025","AQS","040191036","1","0.4","ppm","5","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"02/21/2025","AQS","040191036","1","0.4","ppm","5","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"02/22/2025","AQS","040191036","1","0.3","ppm","3","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"02/23/2025","AQS","040191036","1","0.3","ppm","3","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"02/24/2025","AQS","040191036","1","0.4","ppm","5","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"02/25/2025","AQS","040191036","1","0.4","ppm","5","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"02/26/2025","AQS","040191036","1","0.4","ppm","5","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"02/27/2025","AQS","040191036","1","0.4","ppm","5","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"02/28/2025","AQS","040191036","1","0.3","ppm","3","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"03/01/2025","AQS","040191036","1","0.3","ppm","3","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"03/02/2025","AQS","040191036","1","0.2","ppm","2","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"03/03/2025","AQS","040191036","1","0.2","ppm","2","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"03/04/2025","AQS","040191036","1","0.3","ppm","3","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"03/05/2025","AQS","040191036","1","0.4","ppm","5","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"03/06/2025","AQS","040191036","1","0.2","ppm","2","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"03/07/2025","AQS","040191036","1","0.2","ppm","2","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
"03/08/2025","AQS","040191036","1","0.2","ppm","2","Ted Walker Park","24","100.0000","42101","Carbon monoxide","554","46060","Tucson, AZ","04","Arizona","019","Pima","32.194671","-111.033167"
